,Equipement,coord_geo,DEP,DEPCOM
1961344,Taxi-VTC,"(2.399541314769539, 48.85538944371386)",75,75120
1961345,Taxi-VTC,"(2.4087510718117997, 48.869501003238355)",75,75120
1961348,Taxi-VTC,"(2.4005231849819655, 48.8677765181366)",75,75120
1961351,Taxi-VTC,"(2.3904784002922104, 48.863749802721586)",75,75120
1961358,Taxi-VTC,"(2.4093855373938533, 48.864150198065104)",75,75120
1961369,Taxi-VTC,"(2.4081552346889503, 48.85931033685893)",75,75120
1961371,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1961375,Taxi-VTC,"(2.409298552192922, 48.86991020598776)",75,75120
1961377,Taxi-VTC,"(2.4063027125680043, 48.85239147803132)",75,75120
1961379,Taxi-VTC,"(2.388780665104057, 48.863108906541974)",75,75120
1961384,Taxi-VTC,"(2.4109858333164293, 48.854240660712364)",75,75120
1961387,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1961389,Taxi-VTC,"(2.410918022472123, 48.857478154266396)",75,75120
1961390,Taxi-VTC,"(2.409346897328385, 48.85915434261274)",75,75120
1961392,Taxi-VTC,"(2.4083703930478064, 48.87049018966411)",75,75120
1961398,Taxi-VTC,"(2.3904784002922104, 48.863749802721586)",75,75120
1961401,Taxi-VTC,"(2.4091464237661495, 48.8545972668462)",75,75120
1961402,Taxi-VTC,"(2.4116912388767062, 48.8548090112097)",75,75120
1961406,Taxi-VTC,"(2.391944559710765, 48.85878676762162)",75,75120
1961414,Taxi-VTC,"(2.4005231849819655, 48.8677765181366)",75,75120
1961421,Taxi-VTC,"(2.397645199776176, 48.86843333449403)",75,75120
1961437,Taxi-VTC,"(2.3790652526891636, 48.87054878047822)",75,75120
1961438,Taxi-VTC,"(2.4093855373938533, 48.864150198065104)",75,75120
1961445,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1961450,Taxi-VTC,"(2.4002852129894974, 48.85564724006428)",75,75120
1961454,Taxi-VTC,"(2.4118073714843327, 48.85221190434173)",75,75120
1961460,Taxi-VTC,"(2.408031445800673, 48.8559299847515)",75,75120
1961468,Taxi-VTC,"(2.3925762815246747, 48.86924014419859)",75,75120
1961478,Taxi-VTC,"(2.4054707597380895, 48.8694083109709)",75,75120
1961480,Taxi-VTC,"(2.3949870709734458, 48.87510819204308)",75,75120
1961488,Taxi-VTC,"(2.4105133970416666, 48.872617704748976)",75,75120
1961501,Taxi-VTC,"(2.4049739904795326, 48.86289193230015)",75,75120
1961553,Taxi-VTC,"(2.385104172851892, 48.86740061562239)",75,75120
1961576,Taxi-VTC,"(2.4137055222762447, 48.848987245728516)",75,75120
1961578,Taxi-VTC,"(2.405783351329491, 48.85043092378524)",75,75120
1961582,Taxi-VTC,"(2.3784540380117845, 48.87186691394911)",75,75120
1961594,Taxi-VTC,"(2.403987396216165, 48.87283980988504)",75,75120
1961602,Taxi-VTC,"(2.4004057213324437, 48.85125083491243)",75,75120
1961605,Taxi-VTC,"(2.403193704269945, 48.852274294677024)",75,75120
1961626,Taxi-VTC,"(2.409011998400194, 48.85695648888933)",75,75120
1961629,Taxi-VTC,"(2.4093855373938533, 48.864150198065104)",75,75120
1961630,Taxi-VTC,"(2.387609522491742, 48.86428915189624)",75,75120
1961631,Taxi-VTC,"(2.4022562458519094, 48.86239454316086)",75,75120
1961663,Taxi-VTC,"(2.3894803206582704, 48.869589523545464)",75,75120
1961684,Taxi-VTC,"(2.407785311447023, 48.85971860755017)",75,75120
1961697,Taxi-VTC,"(2.403573829363992, 48.854104657179974)",75,75120
1961705,Taxi-VTC,"(2.398380555740225, 48.85370003259833)",75,75120
1961707,Taxi-VTC,"(2.4158620027779634, 48.84703261870029)",75,75120
1961713,Taxi-VTC,"(2.400866172100607, 48.8568008649274)",75,75120
1961733,Taxi-VTC,"(2.404054368875136, 48.864996310101716)",75,75120
1961782,Taxi-VTC,"(2.4104567102438312, 48.867797080328224)",75,75120
1961817,Taxi-VTC,"(2.3996913815293257, 48.86294739110674)",75,75120
1961835,Taxi-VTC,"(2.3903080491665967, 48.871666712893166)",75,75120
1961839,Taxi-VTC,"(2.389821024173988, 48.86481594986892)",75,75120
1961873,Taxi-VTC,"(2.3920614732915295, 48.867211321716866)",75,75120
1961876,Taxi-VTC,"(2.4096539145675675, 48.860206560636385)",75,75120
1961888,Taxi-VTC,"(2.4001858261508255, 48.855282955740826)",75,75120
1961898,Taxi-VTC,"(2.41070931757331, 48.856782562131656)",75,75120
1961927,Taxi-VTC,"(2.410769978654632, 48.86854417295938)",75,75120
1961931,Taxi-VTC,"(2.386989365828362, 48.866252835731125)",75,75120
1961935,Taxi-VTC,"(2.3932727766135375, 48.85742992045294)",75,75120
1961942,Taxi-VTC,"(2.411433032922421, 48.871297152267154)",75,75120
1961943,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1961981,Taxi-VTC,"(2.3991681053825453, 48.86423442056212)",75,75120
1961995,Taxi-VTC,"(2.401481284110201, 48.85984822709662)",75,75120
1962003,Taxi-VTC,"(2.394182495328523, 48.85690661286069)",75,75120
1962019,Taxi-VTC,"(2.405715931984951, 48.86811268528176)",75,75120
1962026,Taxi-VTC,"(2.4072697388813533, 48.85603593441879)",75,75120
1962032,Taxi-VTC,"(2.411984527936392, 48.8529855857509)",75,75120
1962050,Taxi-VTC,"(2.384653161122971, 48.873614514495)",75,75120
1962058,Taxi-VTC,"(2.406090661129696, 48.8517455917171)",75,75120
1962068,Taxi-VTC,"(2.408720980719559, 48.85713941714727)",75,75120
1962087,Taxi-VTC,"(2.388385856962053, 48.865505433652174)",75,75120
1962091,Taxi-VTC,"(2.3887784991052867, 48.87006690719371)",75,75120
1962093,Taxi-VTC,"(2.3905812523222227, 48.87383460113644)",75,75120
1962098,Taxi-VTC,"(2.402615209086169, 48.85498303513648)",75,75120
1962108,Taxi-VTC,"(2.400796214491409, 48.871855295187494)",75,75120
1962117,Taxi-VTC,"(2.3956628748067788, 48.868284484092335)",75,75120
1962124,Taxi-VTC,"(2.4093855373938533, 48.864150198065104)",75,75120
1962127,Taxi-VTC,"(2.3980774899653787, 48.85563210790502)",75,75120
1962129,Taxi-VTC,"(2.408330326670553, 48.85762268312518)",75,75120
1962133,Taxi-VTC,"(2.408612203301718, 48.854715140331514)",75,75120
1962138,Taxi-VTC,"(2.4104644839646587, 48.87325338201019)",75,75120
1962152,Taxi-VTC,"(2.405789214678459, 48.861258101233496)",75,75120
1962154,Taxi-VTC,"(2.4123483596033, 48.848179894144984)",75,75120
1962155,Taxi-VTC,"(2.4082731904056516, 48.87688665962676)",75,75120
1962157,Taxi-VTC,"(2.4046851966076654, 48.87504322916355)",75,75120
1962190,Taxi-VTC,"(2.4031502772222884, 48.87539981523366)",75,75120
1962197,Taxi-VTC,"(2.395773947334044, 48.87375210552071)",75,75120
1962210,Taxi-VTC,"(2.3920406839712247, 48.87391010184803)",75,75120
1962211,Taxi-VTC,"(2.411984527936392, 48.8529855857509)",75,75120
1962214,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1962217,Taxi-VTC,"(2.3928405820177225, 48.867266538880955)",75,75120
1962218,Taxi-VTC,"(2.400025775257691, 48.87285167529968)",75,75120
1962219,Taxi-VTC,"(2.3940322899908884, 48.870407668664626)",75,75120
1962229,Taxi-VTC,"(2.410725537987768, 48.851058201324506)",75,75120
1962237,Taxi-VTC,"(2.408374222967178, 48.871953425456624)",75,75120
1962244,Taxi-VTC,"(2.401366229669371, 48.8567416724212)",75,75120
1962245,Taxi-VTC,"(2.4041090630873154, 48.87256081285808)",75,75120
1962247,Taxi-VTC,"(2.403920002261963, 48.875547993188825)",75,75120
1962248,Taxi-VTC,"(2.4015287891881765, 48.862001492367355)",75,75120
1962251,Taxi-VTC,"(2.4061959311626486, 48.860087556555705)",75,75120
1962256,Taxi-VTC,"(2.3977756295590655, 48.869839294636016)",75,75120
1962257,Taxi-VTC,"(2.411433032922421, 48.871297152267154)",75,75120
1962260,Taxi-VTC,"(2.3871137903530286, 48.866800271633444)",75,75120
1962264,Taxi-VTC,"(2.408388897290572, 48.87186176594635)",75,75120
1962279,Taxi-VTC,"(2.3859428336115878, 48.86460077771216)",75,75120
1962288,Taxi-VTC,"(2.4120868441904855, 48.87373980583712)",75,75120
1962293,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1962298,Taxi-VTC,"(2.413468134459508, 48.84999227663507)",75,75120
1962302,Taxi-VTC,"(2.4005231849819655, 48.8677765181366)",75,75120
1962306,Taxi-VTC,"(2.3966173581658627, 48.86944224993452)",75,75120
1962308,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1962313,Taxi-VTC,"(2.408962355655559, 48.85904991877028)",75,75120
1962342,Taxi-VTC,"(2.4063027125680043, 48.85239147803132)",75,75120
1962346,Taxi-VTC,"(2.4005231849819655, 48.8677765181366)",75,75120
1962355,Taxi-VTC,"(2.4070072765657318, 48.8583801278162)",75,75120
1962363,Taxi-VTC,"(2.3911668493678695, 48.86934180303692)",75,75120
1962366,Taxi-VTC,"(2.405166032429607, 48.8506566513177)",75,75120
1962367,Taxi-VTC,"(2.4072231006976654, 48.8627708904)",75,75120
1962368,Taxi-VTC,"(2.4020329434047, 48.867717519430116)",75,75120
1962373,Taxi-VTC,"(2.4068280214339737, 48.86466744067422)",75,75120
1962383,Taxi-VTC,"(2.4031559518938033, 48.86893183375047)",75,75120
1962392,Taxi-VTC,"(2.392907670161754, 48.86934704794285)",75,75120
1962398,Taxi-VTC,"(2.385397398993859, 48.86507822631188)",75,75120
1962399,Taxi-VTC,"(2.3831735647768806, 48.87191614911259)",75,75120
1962403,Taxi-VTC,"(2.4002410951731235, 48.85858014738832)",75,75120
1962404,Taxi-VTC,"(2.3840794334271704, 48.870364961697646)",75,75120
1962411,Taxi-VTC,"(2.382502303679873, 48.87115364830455)",75,75120
1962413,Taxi-VTC,"(2.4118073714843327, 48.85221190434173)",75,75120
1962430,Taxi-VTC,"(2.392662420213375, 48.85774807087919)",75,75120
1962442,Taxi-VTC,"(2.3867736039371086, 48.87219095711889)",75,75120
1962450,Taxi-VTC,"(2.4079797220918855, 48.854724603597965)",75,75120
1962453,Taxi-VTC,"(2.388772057724176, 48.865236705055935)",75,75120
1962456,Taxi-VTC,"(2.4001033235284597, 48.856885178995725)",75,75120
1962459,Taxi-VTC,"(2.3899791285398915, 48.873792862819016)",75,75120
1962460,Taxi-VTC,"(2.3822312651332926, 48.872511146535565)",75,75120
1962463,Taxi-VTC,"(2.40149928515047, 48.86433243775811)",75,75120
1962469,Taxi-VTC,"(2.4106376267532053, 48.85820443360797)",75,75120
1962489,Taxi-VTC,"(2.4127069383576676, 48.86372514686751)",75,75120
1962492,Taxi-VTC,"(2.411382793148692, 48.854461515336105)",75,75120
1962494,Taxi-VTC,"(2.3961833971554025, 48.86489390477776)",75,75120
1962509,Taxi-VTC,"(2.3923061753938017, 48.87252764466764)",75,75120
1962510,Taxi-VTC,"(2.4076427550765502, 48.85883024942147)",75,75120
1962515,Taxi-VTC,"(2.39148152520742, 48.86547606639961)",75,75120
1962529,Taxi-VTC,"(2.4086121652128343, 48.86312400883881)",75,75120
1962541,Taxi-VTC,"(2.4028303493605883, 48.86938887126684)",75,75120
1962544,Taxi-VTC,"(2.4109517997925245, 48.859095701796484)",75,75120
1962560,Taxi-VTC,"(2.40915843862417, 48.85882605101168)",75,75120
1962561,Taxi-VTC,"(2.406860971041599, 48.85698451801408)",75,75120
1962579,Taxi-VTC,"(2.3913530074385303, 48.873244068024114)",75,75120
1962582,Taxi-VTC,"(2.4025251721815377, 48.86937205957771)",75,75120
1962591,Taxi-VTC,"(2.4005601893203665, 48.871076368742)",75,75120
1962605,Taxi-VTC,"(2.407300720600777, 48.86385587983411)",75,75120
1962606,Taxi-VTC,"(2.409298552192922, 48.86991020598776)",75,75120
1962608,Taxi-VTC,"(2.4096784173717176, 48.863337020658165)",75,75120
1962612,Taxi-VTC,"(2.405318545461379, 48.85781981945456)",75,75120
1962632,Taxi-VTC,"(2.400655672974786, 48.87181825845344)",75,75120
1962633,Taxi-VTC,"(2.402412863655783, 48.8540880725325)",75,75120
1962638,Taxi-VTC,"(2.3935469308558748, 48.87372393603897)",75,75120
1962639,Taxi-VTC,"(2.390974874073431, 48.87328531277804)",75,75120
1962652,Taxi-VTC,"(2.415935285770718, 48.84763095629062)",75,75120
1962659,Taxi-VTC,"(2.402237685256484, 48.86175501812682)",75,75120
1962663,Taxi-VTC,"(2.403637374684228, 48.867962050171194)",75,75120
1962665,Taxi-VTC,"(2.4010031340420754, 48.86582384908632)",75,75120
1962685,Taxi-VTC,"(2.4005231849819655, 48.8677765181366)",75,75120
1962696,Taxi-VTC,"(2.401936108815583, 48.86332825903865)",75,75120
1962700,Taxi-VTC,"(2.4054897803810014, 48.857887311784076)",75,75120
1962713,Taxi-VTC,"(2.405552684269086, 48.86019857967112)",75,75120
1962717,Taxi-VTC,"(2.4115730230004213, 48.85544139039945)",75,75120
1962729,Taxi-VTC,"(2.3932555887577656, 48.8738868578173)",75,75120
1962734,Taxi-VTC,"(2.3998695615758705, 48.87197377172996)",75,75120
1962739,Taxi-VTC,"(2.4013566860180475, 48.855508260018446)",75,75120
1962751,Taxi-VTC,"(2.3961833971554025, 48.86489390477776)",75,75120
1962764,Taxi-VTC,"(2.400496818429267, 48.85763001106113)",75,75120
1962770,Taxi-VTC,"(2.3844263666529804, 48.86730989555065)",75,75120
1962777,Taxi-VTC,"(2.3983497546387946, 48.87241967660261)",75,75120
1962779,Taxi-VTC,"(2.4126242060491974, 48.863325433818396)",75,75120
1962780,Taxi-VTC,"(2.4094420440423807, 48.86254443449391)",75,75120
1962783,Taxi-VTC,"(2.3945253726876574, 48.85688631425113)",75,75120
1962795,Taxi-VTC,"(2.404054368875136, 48.864996310101716)",75,75120
1962805,Taxi-VTC,"(2.400025775257691, 48.87285167529968)",75,75120
1962813,Taxi-VTC,"(2.407913072487851, 48.86418806936648)",75,75120
1962824,Taxi-VTC,"(2.409176259410194, 48.860139180860884)",75,75120
1962865,Taxi-VTC,"(2.406149077995262, 48.850326706043894)",75,75120
1962870,Taxi-VTC,"(2.4005231849819655, 48.8677765181366)",75,75120
1962873,Taxi-VTC,"(2.409791472427369, 48.855764205519236)",75,75120
1962890,Taxi-VTC,"(2.40405012643522, 48.86191154948934)",75,75120
1962929,Taxi-VTC,"(2.3966448310417445, 48.87024819384257)",75,75120
1962932,Taxi-VTC,"(2.3863711918097437, 48.8671184302589)",75,75120
1962942,Taxi-VTC,"(2.3895251449927284, 48.870534055866244)",75,75120
1962949,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1962952,Taxi-VTC,"(2.410765123444448, 48.86306807709077)",75,75120
1962955,Taxi-VTC,"(2.387321283270156, 48.86642810793705)",75,75120
1962961,Taxi-VTC,"(2.40777652457715, 48.85773371081083)",75,75120
1962985,Taxi-VTC,"(2.3873791353182847, 48.86753639039093)",75,75120
1963027,Taxi-VTC,"(2.4117711290377346, 48.8547343084672)",75,75120
1963033,Taxi-VTC,"(2.410874052443022, 48.858980203045576)",75,75120
1963040,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1963046,Taxi-VTC,"(2.4036699609261354, 48.8498727938886)",75,75120
1963053,Taxi-VTC,"(2.3789712291396676, 48.87253474733032)",75,75120
1963067,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1963087,Taxi-VTC,"(2.409122235661989, 48.869169092606114)",75,75120
1963098,Taxi-VTC,"(2.399609354613304, 48.86107589752987)",75,75120
1963110,Taxi-VTC,"(2.3908044494318426, 48.870371498524754)",75,75120
1963164,Taxi-VTC,"(2.404939767804749, 48.84977748924987)",75,75120
1963180,Taxi-VTC,"(2.3868434920795614, 48.872044723466054)",75,75120
1963194,Taxi-VTC,"(2.404533709153574, 48.86313076591008)",75,75120
1963197,Taxi-VTC,"(2.4093855373938533, 48.864150198065104)",75,75120
1963204,Taxi-VTC,"(2.4116528941326365, 48.87676832830243)",75,75120
1963238,Taxi-VTC,"(2.3889957985405212, 48.8670805953116)",75,75120
1963253,Taxi-VTC,"(2.409791472427369, 48.855764205519236)",75,75120
1963278,Taxi-VTC,"(2.4098729924368563, 48.86649645977703)",75,75120
1963292,Taxi-VTC,"(2.3940322899908884, 48.870407668664626)",75,75120
1963293,Taxi-VTC,"(2.410387772975178, 48.87051534288668)",75,75120
1963302,Taxi-VTC,"(2.4069023534400316, 48.8681959131896)",75,75120
1963304,Taxi-VTC,"(2.386369519546302, 48.868649096495865)",75,75120
1963317,Taxi-VTC,"(2.4012120931685805, 48.869608228706134)",75,75120
1963325,Taxi-VTC,"(2.4097052394049565, 48.86902996412438)",75,75120
1963343,Bureau de poste,"(2.3980999963220215, 48.86519998151967)",75,75120
1963380,Taxi-VTC,"(2.4031405001214265, 48.84981619269839)",75,75120
1963405,Taxi-VTC,"(2.410874052443022, 48.858980203045576)",75,75120
1963419,Taxi-VTC,"(2.381968946581067, 48.87094944418929)",75,75120
1963420,Taxi-VTC,"(2.4046543688766904, 48.8534190685948)",75,75120
1963439,Taxi-VTC,"(2.3977906005612186, 48.873496964675354)",75,75120
1963464,Taxi-VTC,"(2.388772057724176, 48.865236705055935)",75,75120
1963484,Taxi-VTC,"(2.404488990344861, 48.87121649044304)",75,75120
1963497,Taxi-VTC,"(2.4088526888754314, 48.861387669327726)",75,75120
1963554,Taxi-VTC,"(2.3898815606550077, 48.87094866848228)",75,75120
1963560,Taxi-VTC,"(2.3994003218127995, 48.873119148212254)",75,75120
1963566,Taxi-VTC,"(2.3985558546831505, 48.85270506389494)",75,75120
1963596,Taxi-VTC,"(2.4001033235284597, 48.856885178995725)",75,75120
1963600,Taxi-VTC,"(2.4119366331803844, 48.85143307331307)",75,75120
1963652,Taxi-VTC,"(2.394516947243342, 48.87460560631269)",75,75120
1963669,Taxi-VTC,"(2.3848759678667206, 48.8721803210657)",75,75120
1963670,Taxi-VTC,"(2.4065447746690705, 48.85399262084368)",75,75120
1963688,Taxi-VTC,"(2.390124041117172, 48.86546879697458)",75,75120
1963698,Taxi-VTC,"(2.4108999408047675, 48.8646344918167)",75,75120
1963701,Taxi-VTC,"(2.405322613595177, 48.848829676688375)",75,75120
1963722,Taxi-VTC,"(2.3940322899908884, 48.870407668664626)",75,75120
1963727,Taxi-VTC,"(2.4108409616593622, 48.86440154236109)",75,75120
1963730,Taxi-VTC,"(2.405730369538997, 48.84904215120855)",75,75120
1963737,Taxi-VTC,"(2.408076786489861, 48.84893956505678)",75,75120
1963767,Taxi-VTC,"(2.409859016834676, 48.85617823805726)",75,75120
1963771,Taxi-VTC,"(2.411649205034786, 48.871422143223796)",75,75120
1963772,Taxi-VTC,"(2.3852248913873484, 48.86652797685379)",75,75120
1963781,Taxi-VTC,"(2.40741412720471, 48.85796035043857)",75,75120
1963787,Bureau de poste,"(2.3956899985223723, 48.8684999224797)",75,75120
1963810,Taxi-VTC,"(2.3998326188453776, 48.85423704124074)",75,75120
1963849,Taxi-VTC,"(2.3879957520654047, 48.86517787809967)",75,75120
1963908,Taxi-VTC,"(2.4005231849819655, 48.8677765181366)",75,75120
1963909,Bureau de poste,"(2.383899989418641, 48.867799935202335)",75,75120
1963913,Taxi-VTC,"(2.39660668149475, 48.85671201142702)",75,75120
1963933,Taxi-VTC,"(2.3997214922075183, 48.86996373451425)",75,75120
1963982,Taxi-VTC,"(2.4000372567009123, 48.86960603289141)",75,75120
1963999,Bureau de poste,"(2.4027900009249996, 48.85869991715245)",75,75120
1964004,Taxi-VTC,"(2.3992146643426056, 48.85369612939655)",75,75120
1964033,Bureau de poste,"(2.401340000508361, 48.85208993079664)",75,75120
1964037,Bureau de poste,"(2.408479997823195, 48.8560999310677)",75,75120
1964039,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1964051,Bureau de poste,"(2.3992699913047515, 48.87278996763261)",75,75120
1964052,Bureau de poste,"(2.4087799909140424, 48.8692399789862)",75,75120
1964155,Bureau de poste,"(2.4059999962671585, 48.864699937041046)",75,75120
1964158,Taxi-VTC,"(2.4004650752987122, 48.855413861294295)",75,75120
1964165,Taxi-VTC,"(2.4041855411669726, 48.85543424297106)",75,75120
1964182,Taxi-VTC,"(2.4002852129894974, 48.85564724006428)",75,75120
1964185,Taxi-VTC,"(2.405554037974454, 48.86770151376706)",75,75120
1964212,Taxi-VTC,"(2.409791472427369, 48.855764205519236)",75,75120
1964251,Taxi-VTC,"(2.3935661244280744, 48.8720402997879)",75,75120
1964252,Taxi-VTC,"(2.3824436982453663, 48.86832348981678)",75,75120
1964350,Taxi-VTC,"(2.3999105735146915, 48.86900563027395)",75,75120
1964428,Taxi-VTC,"(2.410823104789629, 48.850649117546695)",75,75120
1964497,Taxi-VTC,"(2.3904647231867577, 48.8653964268576)",75,75120
1964506,Taxi-VTC,"(2.409222738854914, 48.86757965168213)",75,75120
1964516,Taxi-VTC,"(2.3809772012303987, 48.86926975282742)",75,75120
1964534,Taxi-VTC,"(2.393975249601494, 48.8667447372867)",75,75120
1964562,Taxi-VTC,"(2.4099234417062547, 48.86818026793872)",75,75120
1964586,Zone Sports,"(2.3888759934186026, 48.87392303545574)",75,75120
1964587,Zone Sports,"(2.3865231293271334, 48.86602381307036)",75,75120
1964589,Zone Sports,"(2.378989580451069, 48.8714529410734)",75,75120
1964590,Zone Sports,"(2.4119787249448064, 48.861699852840815)",75,75120
1964591,Zone Sports,"(2.4121235587876826, 48.85985691239235)",75,75120
717387,Taxi-VTC,"(-0.6066157314550208, 44.83072417796379)",33,33063
717466,Taxi-VTC,"(-0.5784826422322776, 44.85972602944011)",33,33063
717482,Taxi-VTC,"(-0.5529396705473766, 44.86867073330222)",33,33063
717581,Taxi-VTC,"(-0.5679168394237936, 44.837001443308544)",33,33063
717601,Gare,"(-0.5560000014087514, 44.82589992826241)",33,33063
717621,Gare,"(-0.6275299966126473, 44.842949929349395)",33,33063
717753,Taxi-VTC,"(-0.5538104151561439, 44.82270376736656)",33,33063
717971,Taxi-VTC,"(-0.5748507346679682, 44.86034385513835)",33,33063
717999,Taxi-VTC,"(-0.5522676512557597, 44.821634680151305)",33,33063
718055,Taxi-VTC,"(-0.5842196879623374, 44.853801585375635)",33,33063
718065,Taxi-VTC,"(-0.6003060541025087, 44.81990316379026)",33,33063
718383,Taxi-VTC,"(-0.5597989372644014, 44.84835405596119)",33,33063
718387,Taxi-VTC,"(-0.5920483590762292, 44.84981532033971)",33,33063
718436,Taxi-VTC,"(-0.5494785622191157, 44.84327813011926)",33,33063
718475,Taxi-VTC,"(-0.5440080585653054, 44.87717843957028)",33,33063
718552,Taxi-VTC,"(-0.5846559061211161, 44.8603541035141)",33,33063
718594,Taxi-VTC,"(-0.5731389067576191, 44.83387090051871)",33,33063
718686,Taxi-VTC,"(-0.6093263419640703, 44.838214767752525)",33,33063
718761,Taxi-VTC,"(-0.546539559567741, 44.88902681616712)",33,33063
718807,Taxi-VTC,"(-0.5721855137330422, 44.84008781026509)",33,33063
718820,Taxi-VTC,"(-0.5416543799073867, 44.87971497548412)",33,33063
718897,Taxi-VTC,"(-0.5758914673521741, 44.84192951575575)",33,33063
718973,Taxi-VTC,"(-0.6027616215979323, 44.822687879695245)",33,33063
719012,Taxi-VTC,"(-0.5523048733784613, 44.866358800161755)",33,33063
719026,Taxi-VTC,"(-0.5618627232959839, 44.83289620372769)",33,33063
719035,Taxi-VTC,"(-0.5700001830722495, 44.838729691198864)",33,33063
719053,Taxi-VTC,"(-0.625361395255893, 44.83945095167531)",33,33063
719055,Taxi-VTC,"(-0.5767413862403203, 44.863668419537696)",33,33063
719085,Taxi-VTC,"(-0.6057265602424762, 44.82238032896528)",33,33063
719088,Taxi-VTC,"(-0.6211198745265842, 44.86466940730759)",33,33063
719133,Taxi-VTC,"(-0.6271440945292471, 44.858822639970136)",33,33063
719157,Taxi-VTC,"(-0.5714066607062961, 44.876589056990596)",33,33063
719192,Taxi-VTC,"(-0.5736066127595572, 44.843380635799456)",33,33063
719195,Taxi-VTC,"(-0.5486315797392303, 44.84052039572651)",33,33063
719202,Taxi-VTC,"(-0.6176627947226453, 44.86285748892806)",33,33063
719216,Taxi-VTC,"(-0.5724995937213159, 44.87319171706492)",33,33063
719222,Taxi-VTC,"(-0.5714061579319738, 44.837215383544745)",33,33063
719237,Taxi-VTC,"(-0.6071698043612226, 44.85699446681472)",33,33063
719245,Taxi-VTC,"(-0.6173407460367862, 44.8420860007489)",33,33063
719311,Taxi-VTC,"(-0.5619382633655834, 44.86188725751701)",33,33063
719368,Taxi-VTC,"(-0.5732945325533859, 44.87929147420665)",33,33063
719454,Taxi-VTC,"(-0.5479921432966878, 44.87678446166597)",33,33063
719480,Taxi-VTC,"(-0.568465098710408, 44.82215106327135)",33,33063
719603,Taxi-VTC,"(-0.6285856076325139, 44.84181565307045)",33,33063
719631,Taxi-VTC,"(-0.567602654181766, 44.83652217218193)",33,33063
719662,Taxi-VTC,"(-0.5510799021850837, 44.82209991447779)",33,33063
719669,Taxi-VTC,"(-0.5797541719226512, 44.85964526396954)",33,33063
719689,Taxi-VTC,"(-0.566911682562891, 44.825765475520136)",33,33063
719698,Taxi-VTC,"(-0.5738514231814028, 44.84361644716004)",33,33063
719699,Taxi-VTC,"(-0.5738514231814028, 44.84361644716004)",33,33063
719705,Taxi-VTC,"(-0.6361360975561188, 44.86052789478316)",33,33063
719710,Taxi-VTC,"(-0.556544249246545, 44.81381308003683)",33,33063
719715,Taxi-VTC,"(-0.555856510106943, 44.843098984708206)",33,33063
719725,Taxi-VTC,"(-0.5787301409005167, 44.859811777500866)",33,33063
719729,Taxi-VTC,"(-0.5580345479063299, 44.84373940892251)",33,33063
719742,Taxi-VTC,"(-0.6352771894036469, 44.85531467296499)",33,33063
719823,Taxi-VTC,"(-0.6016477739948963, 44.822639169122056)",33,33063
719828,Taxi-VTC,"(-0.553713445387145, 44.86879961863004)",33,33063
719922,Taxi-VTC,"(-0.6014197643908881, 44.83885033750809)",33,33063
719929,Taxi-VTC,"(-0.5997489715198805, 44.84759460995393)",33,33063
719974,Taxi-VTC,"(-0.5460874736691715, 44.843259524314085)",33,33063
720009,Taxi-VTC,"(-0.5719016597936717, 44.828160061054156)",33,33063
720051,Taxi-VTC,"(-0.5440080585653054, 44.87717843957028)",33,33063
720071,Taxi-VTC,"(-0.5597989372644014, 44.84835405596119)",33,33063
720083,Taxi-VTC,"(-0.5766312513597474, 44.82283505644367)",33,33063
720102,Taxi-VTC,"(-0.5541263558474462, 44.840175917073815)",33,33063
720122,Taxi-VTC,"(-0.5589142247344433, 44.8275776407442)",33,33063
720126,Taxi-VTC,"(-0.5507980213642464, 44.87996176551434)",33,33063
720141,Taxi-VTC,"(-0.5439226200756561, 44.84910025921323)",33,33063
720171,Taxi-VTC,"(-0.5627448077836639, 44.857636913802324)",33,33063
720186,Taxi-VTC,"(-0.571134534995871, 44.812254154042904)",33,33063
720216,Taxi-VTC,"(-0.5671621622794388, 44.86065206837958)",33,33063
720219,Taxi-VTC,"(-0.5428594211104069, 44.84492092458917)",33,33063
720222,Taxi-VTC,"(-0.5810572205347809, 44.85899206555961)",33,33063
720226,Taxi-VTC,"(-0.5606820702182201, 44.8617533667838)",33,33063
720281,Taxi-VTC,"(-0.5722540252593971, 44.872340719103626)",33,33063
720311,Taxi-VTC,"(-0.5677503884327623, 44.86165067337727)",33,33063
720313,Taxi-VTC,"(-0.546253051230242, 44.844150063804)",33,33063
720319,Taxi-VTC,"(-0.5753001212577017, 44.84397207871037)",33,33063
720322,Taxi-VTC,"(-0.5537016724923686, 44.873996978807476)",33,33063
